id,text
[000100 (1)],Aperuit Mambres libros magicos <fratris> sui Iamnis et fecit nicromantiam et eduxit ab inferis idolum <fratris> sui.
[000200 (3)],"    Her segð, hu Mambres ontynde ða drylican bec his breðer Iamnes and him geopenude þa heagorune ðæs deofelgildes his broður."
[000300 (6)],"Respondit ei anima <Iamnis> dicens: Ego frater tuus non iniuste mortuus sum, sed uere iuste, et ibit aduersum me iudicium, <quoniam> sapientior eram omnium sapientium magorum."
[000400 (8)],"Et astiti duobus fratribus Moysi et Aaron, qui fecerunt signa et prodigia magna."
[000500 (10)],"Propter hoc mortuus sum, et deductus sum <de> medio ad inferos, ubi est <conbustio> magna et lacus perditionis unde non est ascensus."
[000600 (12)],"Et nunc, frater mi Mambre, adtende tibi in uita tua, ut benefacias filiis tuis et amicis; apud inferos enim nihil est boni nisi tristitia et tenebre."
[000700 (14)],"Et postquam mortuus fueris et <ueneris> <ad> <inferos>, inter mortuos fuerit <abitatio> <tua> binis lata cubitis et longa cubitis <quattuor>."
[000800 (17)],"    Andswarode him Iamnes saul þyssum <wordum>: þu broðor, ic naht unrihtlice eom dead, ac soðlice and rihtlice ic eom dead, and Godes <dom> wið me standeð, forþamðe ic wæs ana <snotera> þonne ealle oðre dryas and ic wiðstod <twam> gebroðrum, Moyses hatte and Aaron, þa worhtan ða micclan tacna and <forebeacn>."
[000900 (22)],"    Forþan ic eom dead and forþam ic eom geledd on helwara rice mid, þær is seo miccle <bærnys> þæs ecan wites and þær is se seað þæs <singales> susles, þanon ne byð ænig upp adon."
[001000 (25)],"    Nu, <min> broðer Mambre, beheald þe on þinum <life>, þæt ðu do wel þinum bearnum and þinum <freondum>, forþanþe on helle ne byð nawiht godes nemðe unrotnys and þystru."
[001100 (27)],"    And æfter þamþe ðu dead bist, þonne cymst þu to helle, and betwix deadum mannum bið þin eardingstow niðer on eorðan and þin seað bið twegea cubita wid and feowra lang."
