id,text
[000100 (2.4)],<../images/lbar.gif>huæd gebyreð ðe and me to wircanne wundar ær min fæder uælle of heofnum gelefa.
[000200 (2.6)],<../images/lbar.gif>eghuælc an uæs tui sestre gemet uel<../images/lbar.gif>ðrea fullunga.
[000300 (2.10)],<../images/lbar.gif>þæt uirresta mon drincað æd ende.
[000400 (5.2)],    Bethesda.
[000500 (6.31)],    Heofuncund mettihuitcorn sonuuald for huætte cuom of heofnum and feoll on Moisi mið his folce on ðam more ðer he uæs.
[000600 (7.30)],    Þætte hia hine gefengo.
[000700 (9.22)],i conspiratioEsneteam.
[000800 (9.32)],    Þæt is ðeðe god worðias.
[000900 (10.39)],prendere<../images/lbar.gif>to foanne.
[001000 (11.2)],    Ðes latzar micel gebecnas in deiglo gehryno.
[001100 (15.2)],"<../images/lbar.gif>þæt unberende treo he genimes, unberende uæstem."
[001200 (18.11)],etiam uenitgi nu cummen is.
[001300 (16.23)],    On minum mona.
[001400 (16.32)],    Gi nu cummen is.
[001500 (18.12)],    Ðreat turma.i. XXXII  equitestuu and ðrittih eorodmonna.
[001600 (19.30)],    Þæt uitgadom and allra canone cuido ðaðe ymb cristes ðroung acueden uæs<../images/lbar.gif>weron.
[001700 (19.36)],    In exodo.
[001800 (19.37)],    In zacharia.
[001900 (19.37)],    Ðus Beda ðe broema boecere cuæð.
[002000 (19.42)],    On ðæm dæge gearuadon hiora mett to eastrosymble.
[002100 (20.12)],Ituoege erendureco of heofnum cuomun.
[002200 (20.16)],"    Þæt is on Englis, hlafdia."
[002300 (20.24)],geminusin lætin.
[002400 (21.14)],    Dusidi ðridda dægi.
[002500 (21.15)],    Ða hiæ him uerun gifae.
[002600 (21.16)],    Ðæt arun ða soðfæsta menn.
