id,text
[000100 (1.1)],"    Gaderode me þonne kigclas, and stuþansceaftas, and lohsceaftas and hylfa to ælcum þara tola þe ic mid wircan cuðe, and bohtimbru and bolttimbru, and, to ælcum þara weorca þe ic wyrcan cuðe, þa wlitegostan treowo be þam dele ðe ic aberan meihte."
[000200 (1.5)],"    Ne com ic naþer mid anre byrðene ham þe me ne lyste ealne þane wude ham brengan, gif ic hyne ealne aberan meihte."
[000300 (1.7)],    On ælcum treowo ic geseah hwæthwugu þæs þe ic æt ham beþorfte.
[000400 (1.8)],"    Forþam ic lære ælcne ðara þe maga si and <manigne> wæn hæbbe, þæt he menige to þam ilcan wuda þar ic ðas stuðansceaftas cearf, fetige hym þar ma, and gefeðrige hys wænas mid fegrum gerdum, þat he mage windan manigne smicerne wah, and manig ænlic hus settan, and fegerne tun timbrian, and <þær> murge and softe mid mæge on eardian ægðer ge wintras ge sumeras, swa swa ic nu ne gyt ne dyde."
[000500 (1.15)],"    Ac se þe me lærde, þam se wudu licode, se mæg gedon þæt ic softor eardian <mæge> ægðer ge on þisum lænan stoclife be þis wæge ða while þe <ic> on þisse weorulde beo, ge eac on þam hecan hame ðe he us gehaten hefð þurh scanctus Augustinus and sanctus Gregorius and scanctus Ieronimus, and þurh manege oððre halie fædras."
[000600 (1.20)],"    Swa ic gelyfe eac þæt he gedo for heora ealra earnunge, ægðer ge þisne weig gelimpfulran gedo, þonne he ær þissum wes, ge hure mines modes eagan to þam ongelihte, þæt ic mage rihtne weig aredian to þam ecan hame and to þam ecan are, and to þare ecan reste þe us gehaten is þurh þa halgan fæderas. sie swa."
[000700 (2.1)],"    Nis hit nan wundor þeah <man> <swilc> ontimber gewirce, and eac on <þare> lade and eac on þære bytlinge; ac ælcne man lyst, siððan he ænig cotlyf on his hlafordes læne myd his fultume getimbred hæfð, þæt he hine mote hwilum þar on gerestan, and huntigan, and fuglian, and fiscian, and his on gehwilce wisan to þere lænan tilian, ægþær ge on se ge on lande, oð þone fyrst þe he bocland and æce yrfe þurh his hlafordes miltse geearnige."
[000800 (2.8)],"    Swa gedo se <weliga> gidfola, se ðe egðer wilt ge þissa lænena stoclife ge þara ecena hama."
[000900 (2.9)],"    Se ðe ægþer gescop and ægðeres wilt, forgife me þæt me to ægðrum onhagige: ge her nytwyrde to beonne, ge huru þider to cumane."
[001000 (2.13)],"    Agustinus, Cartaina bisceop, worhte twa bec be his agnum ingeþance; þa bec sint gehateneSoliloquiorum, þat is, be hys modis smeaunge and tweounga, hu hys gesceadwisnes answarode hys mode þonne þæt mod ymbe hwæt tweonode, oðþe hit hwæs wilnode to witanne, þæs þe hit ær for sweotole ongytan ne meahte."
