id,text
[000100 (1)],"    Ne beode we nanum mannum nane niwe bebodu, ac do gehwa hu him sylfum gebeorhlicost þince."
[000200 (2)],"    Gif he þyllicum bysenu & larum fuligan nele, be þam ðe god cwæð:Quos spernit me spernit et quos audit, me auditþæt is þe ðe minne þeowan forsyhð, þonne he him teala læreð & riht þe forbogað god sylfne."
[000300 (6)],"    & þe ðe godes þeowan gehyrsumað, þonne hi wisdom & godes lara tæcað."
[000400 (7)],    Þonne hyrað hig gode sylfum forþan þe godes þeowa is godes speliend on þisum life þonne he godes folce godes riht manað & segð & byt þæt hi rihtlice for gode heora lif libban.
[000500 (10)],    Hwæt þas þeofas oft & þa reþan reaferas þe unrihtlice þurh deofles lare strudiað oðra manna æhta & heora yrfe stelað wenað þæt hi hit næfre agyldan ne þurfan gif hi hit her magon formyrþrigan mid man aþum & mid heora lotwrencum.
[000600 (15)],    Þonne wenað hi soðlice & on heora gebærum tellað þæt hi hit habban wið god gebet & bediglod & lætað heom eaþelice embe þæt & prutlice oft on heora druncen swylces gylpað.
[000700 (18)],    Ac ic wat þeah hwæþere untwylice þæt hi earmlic & ungeendolic wiðerlean habban sceolan heora wohlican gestreones & þæs deoflican gylpes swa swa þis halige gewrit her segð.
[000800 (22)],    Þonne hi æfre æfter heora forðsiðe sorhfulle standað on þære deopan helle on cyle & on hæton & on þære byrnendan racenteage þæt him þa wiðerlean wraðe forgyldað.
[000900 (25)],    Þonne ða deofla þe hig ær on hyra life to swylcum tyhtan & forspeonan & settað embe hwile on ufan þære byrnendan þele þe ðas gegearcod is.
[001000 (27)],    Þy þele is eall <atimbrod> mid ættrenum wilum & scearpum tindum & him standað beforan ealle his mandæda & his unriht feohgestreon & hi hit wyllað þonne agifan þam þe hit ær ahton.
[001100 (31)],"    Ac hi hit him me magon befæston, ne hi nyton hu, ne hi hit ne magon hym mid nanum þingon forgyldon, buton mid him sylfum on þam wic weallendan seaðe."
[001200 (33)],    Þar hi sceolan on beon gewislice beduppede up oð þone muð eallne weg þa þriddan tide þæs dæges.
[001300 (35)],"    Ofer þam seaþe þære hellican susle & þæra deoflica tintregena sitt seo ealde hellwyrigend, & heo æfre scyfð swiðe biterlice þa earman sawla into þam picweallendan seaðe mid hyre irenan force þeo byð æfre byrnende."
[001400 (39)],    & oðre hwile þonne hi man up tyhð of þam grimlican seaðe.
[001500 (40)],    Þonne læt me hi eft þærrihte to þære foresædan þele þeo is eall aplantod mid ættrenum pilum eallswa þicce swa iles byrsta & hi sceolon þar on ufan sittan swiðe unsofte þriddan dæl þæs dæges & þriddan dæl þære nihte for heora ærgewyrhtum.
[001600 (45)],    Cunnian þonne bealdlice hu wel him licie þeo byrnende þelu & þa hatan tindas onto ridenne be þam þe him ær licodon oðra manna hengestas to stelenenne.
[001700 (47)],    Þonne sceolon hi eac standan on þære fyrenan racenteage gebundenne swiðe breowlice on gangendra wulfa gelicnysse.
[001800 (50)],    Þar hi sceolan beon stund mælum on heora gewrixle forþam ðe hi her ær on life on heora mode beoð winnende & wedende swa þa strudendan & þa bitendan wulfas.
[001900 (53)],    Hwæþere ic wene þonne þæt hym eallinga þeo byrnende racenteah swa wel ne licie swa him her doð heora latteaga þe hi oðra manna hors & yrfe mid wriðan andlæddan.
[002000 (56)],"    Þyllice wita witodlice & oðra ungelice þe on helle synd þam synfullum gegearcode, and synde nu to forbugenne & to warnienne þurh synna geswicennysse, & byð to scunigenne eallum cristenum mannum ge þam rican ge þam heanan, ge þam gehadodan, ge þam læwedan swa us godes bec æghwar lærað on halgum gewritum."
[002100 (62)],"    Þi us is mycel þearf þæt we us georne scyldan þa hwile þa we þæt andgyt habbað and hæle & strengþe wið deofla searocræftum & don æfre good swa we oftost magon be ure mihte & mæþe, swa swa god iu þurh þonne witegan dauid bead & þus cwæð:Declina a malo & fac bonumbuh æfræ fram yfele & do god swa þu oftost mage."
[002200 (67)],    We specað embe godes riht & embe ure sawle þearfe for þi þæt ge heonan forð beon þe rotran & þe wærrar on godes gehealdsumnesse & on godum þeawum ægþer ge for gode ge for worulde.
[002300 (71)],    Forþan þe we synde godes bydelas þonne we godes geban beodað.
[002400 (72)],    Gif we hit forsuwiað & forgymeleasiað ne byð us na geborgen wið god wite ge to soþan þæt we us sylfe alusað þonne we eow godes lare bodiað & godes riht secgað.
[002500 (75)],    & ge soðlice beoð scyldige wið god gif ge þurh gymeleaste forgitað & forbicgað gode to teonan þa þing þe we eow tæcað to donne & to healdenne.
[002600 (78)],"    Gif ge lustlice & eadmodlice godes lare hlystan wyllað, & swa full & swa forð ge mid mode ge mægne gefyllan swa ge fyrmest magon, þonne forgifð eow god on heofena rice ece reste to edleane & ece myrhþe eowres geswinces, & gif ge nellað, þonne sculan ge hit wraþe gebicge."
[002700 (82)],    We habbað on þysum cwyde of tæwe gehrewod embe halige ælmyssan þe man godes þances ægþer ge to cyrican ge earmum mannum for godes lufan don sceal.
[002800 (85)],    Nu syndo fela cynna ælmyssan þeah man ealle to cyrican don ne magon æt anum sæle; on ælcere stowe man mæg godes willan þurh ælmessan wyrcan & þurh oþre goode dæda.
[002900 (89)],"    Mycel ælmesse byð þæt man manfullige & to fulluhte nime, & swa þonne hæþenan deoflum ætbrede."
[003000 (91)],    & mycel ælmysse byð þæt man geongum men wisdom lære & hine for his dysige gelome beswinge oþ þæt he wis by & ælmysse byð eac þæt man mid mæssan & mid oðrum halgum gebedum for eall cristen folc ægþer ge for þa þe synd forðfarene of þisum life ge for þa þe on life synde.
[003100 (96)],    Forþan nis nan ælmyssan on þisum life þes þe us bec secgað swa mære ne swa good swa is þeo halige mæsse gif man aþer singð oððe for cwicne man oððe for deadne.
[003200 (99)],    & þæt is mycel ælmesse þæt man cyrican arære & þæt man þarto land are gesylle þe him to anhagie gode to lafe & cyrican botie & bricge wyrce ofer deope wæter & ofer fule wegas.
[003300 (102)],    & dæl godes þances georne þæt þæt he habbe butan idelum gylpe swa him onhagie.
[003400 (104)],"    & mid forespæce helpe wudewum & steopcildum & ælþeodigum mannum & fede þearfan & scrude, husie ge eac & fyrige, baþige, & beddige, & him sylfum to þearfe gelome gebedrædene begite on mæssan & on sealmsange & teoþige godes þances eall þæt he habbe."
