id,text
[000100 (1)],"DOMINICA SECUNDA IN QUADRAGESSIMAMen þa leofeste we wyllæð her specan feawum wordum be þam ðrym þingun, þe allum monnum beoð neodbehefe to witænne, & to habbenne; þæt is leafa, & hiht, & lufe."
[000200 (4)],"    Riht ileafæ is þæt mon ilyfe on Fæder & on Sune & on Haligne Gast, þæt heo ne <beon> na ðreo Godæs, ac is an Almihtig God, þe ðe sceop heofenæs, & eorðan, & sæ, & allæ þa ðing ðe on þam bið."
[000300 (7)],"    Þe hiht is þæt mon hopige to þam ecen life, & on þam unasegendlice mede þe Drihten hæfð ihaten ælc þare ðe mid gode willæ & mid gode dedæ his wille wurcæð her on worulde."
[000400 (10)],"    Ðeo lufe is ðonne þridde; þæt is þæt we beon ifulleD mid þare soþan lufe to Gode & to ure nextum; we sceolen symle on ðissere lufe wuniæn, for þam ðe Iohannes þe fulluhtere cwæð þæt God wunige on ðam þe ðas lufe hæfð, & he on Gode."
[000500 (13)],"    Men, nu we iheræð ðæt God on us eardigæn wule, & we on him, is us swiðe mycel ðearf þæt we us sylfe weorðe don him to eardungstowe, & þæt we on him eardigan moten."
[000600 (16)],"    Þurh ðas six þing sceal ælc cristene mon hine sylfne gearwigan & clænsigæn, þæt he wyrðe beo þæt God on him wunige."
[000700 (18)],"    Þæt is andetnes, & dædbot, & halige weccæn, ant festene, & gebedu, & ælmessededæ."
[000800 (19)],"    Ðeo andetnes is to donne be allum þam synnum þe ðurhtogene beoð, oððe on þance, oððe on spæce, oððe on dæde."
[000900 (21)],"    God wilnæð andetnesse, for ðam þe he wyle ure gultes forgifæn."
[001000 (22)],"    Ðeo andetnes us deþ, ægðer ge heo us hæleð, ge heo us rihtwisæð; & eac heo sylþ us ure sunne forgifennesse."
[001100 (24)],"    Al þære forgyfenesse <tohopæ> is on þare andetnessæ; for þig we ne magon na hale wurðan on ðam toweardan life, buton þurh andetnesse."
[001200 (26)],"    Be þam cwæð Salomon, ðe þe bihyd his synnæ & heom nele andetten, ne wurð he nefre ofer eorðan iriht; ac þe ðe his synnæn andette & heom forlet, he bigyt Godes mildheortnesse & forgifenesse."
[001300 (29)],    Æfter þare andetnesse mon sceal underfon dædbote.
[001400 (30)],"    Be þære cwæð þe Hælend on his godspelle,Penitentiam agite, adpropinquabit enim regnum celorum; þæt is on ure ðeodum, Doþ dædbote, forþam ðe heofene rice neahlæcð."
[001500 (32)],"    And Iohannes þe godspellere cwæð, Doþ swylce westmæs swylce beon <dædbote> wurðe."
[001600 (34)],"    He deþ ðonne þa wæstmæs þe beoð dædbote wurðe, ðe þa idonæn gyltæs bewæpæð, ant heom eft ne geætlæcæð."
[001700 (35)],"    Swa hit on oðre stowe be þam icwæden is,Ne adicias peccatum super peccatum; þæt is, Ne ecæ þu þa synne ofer synne."
[001800 (37)],"    For þam þe mon þe ða synne edlæcð þe he ær bette & geswikennesse behaten hæfde, <ant> <hit> is æfter bocenæ sagum ilice geþeawod þam <hunde> þe æt þæt he ær speaw."
[001900 (40)],"    Ure Drihten cwæð eft þurh Ysayam þone witegæ,Lauamini & mundi estote; Aþweað eow & beoð clæne."
[002000 (40)],"    Þe mon hine <aðweahð> ant bið clæne, þe ða forðawitene gyltæs bewepæð & mid tearum <aðweahð>, & eft ne ædlæchð þæt he ær beweop."
[002100 (42)],"    & þe mon hine <ðweahð> & ne bið na clæne, þe ðe bewepæð þa gultæs þe he ær dyde, & na þe raðor ne forlætæð, ac æfter þam tearum þa ylcen synnæn edlæcð þe he ær biweop."
[002200 (44)],"    Eornostlice is to witenne þet þæt is soð dædbot þe mon mid mycele stiðnesse deþ, & næfre æft þæt unriht ne þurhtyhð þe he ær lufode."
[002300 (46)],"    Nis na þeo dædbote be þare geare itæle idemed, ac bi þare biternesse þæs modes."
[002400 (48)],"    Forþam ðe God ne sceawæð þa loncsumnesse þare tide, ac he gesmeað þa wilnunge & þa geornfulnesse þæs modes."
[002500 (49)],"    Þeah ðe þenne hwylc mon beo swiðe synful, & arleas, & unrihtwis, ne sceal he him tweonigæn þæt he ne mage Godes mildheortnesse bigitæn, gif he wyle to dædbote cyrræn."
[002600 (52)],    Forþan ðe Godes mildheortnes helpð ælcne þare þe on þisse life wyle dædbote don.
[002700 (53)],"    & þa ðe her on life forhogiæð oððe forscamiæð þæt heo nellæþ reowsunge don & heoræ gyltæs bewepan, witodlice heo sceolon reowsiæn & wepæn on helle wite, þer heo ne magen nane mildheortnesse geearniæn."
[002800 (56)],"    Be þare stowe þe Hælend cwæð on þam godspelle,Ibi erit fletus & stridor dentium, þer biþ eagene wop & toðane grisbatung."
[002900 (58)],"    & þer nan oðer þinc ne biþ isegen, buton edwit & <onrop>."
[003000 (59)],"    & þer ne bið nan oðer þing ihyrd, buten brune, & chile, & þurst, & hungor, & alle earmþe swa fela swa nan mon oðrum secgan ne mæg, þe <deofle> igearowedan beoð & his iferen, þæt beoð þa ðe his <larum> her on life fuliæð & him to ælcum unrihte <gelæstæþ>."
