id,text
[000100 (1)],"    Se Hælend sæde þus to his halgum apostolum, her on þisum life libbende mid mannum, for ðon þe he oft gespræc wið hy on bigspellum: Sum welig man wæs iu, se hæfde tungerefan; þa wearð se gerefa forsæd wið his hlaford, þæt he his god sceolde swiðe him fram aspendan; and se hlaford sona gelangode hine, and befran hine þa,Hwæt gehyre ic be ðe?"
[000200 (9)],    Betæc þine wican; ne miht þu beon leng on minum folgoþe.
[000300 (10)],"    And se gerefa þa cwæð on his agenum mode, Hwæt mæg ic la nu don?"
[000400 (12)],"    Nu ic beo bescired, and ic sylf ne mæg mid minum fotum delfan, ne ic ne mæg for sceame ahwær bedician."
[000500 (14)],"    And he eft þa cwæð, Ic wylle nu betwyx þisum tilian me freonda on þam þe aht sceolon minum hlaforde nu, þæt hy me underfon into heora husum, þonne ic betæht hæbbe þas wican me fram."
[000600 (19)],"    He gelaðode þa sona his underþeoddan him to, þa þe aht sceoldon his hlaforde on feo, and cwæð to heora anum, Hwæt ahst þu to gyldenne?"
[000700 (22)],    He cwæð þæt he sceolde syllan his hlaforde hundteontig oman mid ele ametene.
[000800 (24)],    Þa het se gerefa him awritan fiftig.
[000900 (25)],"    He cwæð þa to oðrum, Hwæt scealt þu þinum hlaforde?"
[001000 (26)],    He cwæð þæt he sceolde him hundteontig mittan hwætes.
[001100 (27)],    And se gerefa het him on gewrite settan þæt he hundeahtatig him agifan sceolde.
[001200 (29)],"    Hwæt þa heora hlaford herode eft syððan þone gerefan on his unrihtwisnysse, for ðan þe he snotorlice wið hine sylfne gedyde; for ðan þe woroldmen, þyssere worlde bearn, syndon <micele> snoteran on heora cynrene þonne þæs leohtes bearn, þæt synd þa geleaffullan."
[001300 (35)],"    Þa sæde se Hælend eft syððan him þus to: Wyrcað eow freonda of ðam unrihtan welan, þæt hy underfon eow on eowrum forðsiþe to him on ðam ecum eardungstowum eft."
[001400 (39)],"    Se welega man þe hæfde þone tungerefan is se ælmihtiga God, þe ah ealle þing, and he betæhte mannum his micclan welan her on þisum andwerdan life, þæt he geuðe us andgites and gesceades, swa swa þam englum, toforan oþrum gesceaftum, and þærtoeacan us forgifð ure neode on life, þurh his micclan cyste; for ðan þe he mancynn lufað, þa ðe hine oncnawað and him cyððe to habbað þurh soðne geleafan and singalre lufe."
