id,text
[000100 (1)],    Hyer swuteleð on þesen ywrithe hu Wolgiþ yan hire þing efter hire forthsiþe þe hire se almiyti God yuþe on lyue to brukene.
[000200 (3)],    Þet is þanne herest mine louerde his riyte heriet.
[000300 (3)],    And ic yan þet land at Stistede a Godes ywithnesse and mine vrenden into Xristes cheriche þa muneken to uostre on þan hyrede þet Elfkitel and Kytel mine bearn bruke þas londes hye dey and seþþen gange þet land into Xristes cheriche buten ecchere agentale vor mine saule and vor Elfwines mines louerdes and for alre mine berne and by hialve þe men vrye efter here daye.
[000400 (10)],    Ad ic yan into þare cheriche at Stistede to þan þe ic on lyue yuþe Eldemes land and þertohycken þet þer sy alles vifty ekeres on wude and on velde efter mine forthsiþe.
[000500 (13)],    And ic yan Wulkitele and Kytele mine sunes þet land at Walsingham and at Karltune and Herlingham and ic yan minen twam doytren Gode and Bote Sexlingham and Sumerledetune and into þare cheriche at Sumerledetune sixtene eker londes and enne eker med.
[000600 (17)],    And ic yan Ealgiþe mine doyter þet land at Cheartekere and at Essetesford and þane wde þe ic leyde þerto.
[000700 (19)],    And ic Godwine eorle and Harold erle Friþetune.
[000800 (20)],    And ic yan into Xristes cheriche to Xristes weuede ane litlene geldene rode and ane setrayel.
[000900 (21)],    And ic yan seinte Eadmunde tueyn yboned hornes.
[001000 (22)],    And ic yan Seynte Eþeldrithe ane wellene kertel.
[001100 (23)],    And ic yan seynte Osithe half pund fees and þe yeue mine barnes.
[001200 (24)],    And ic yan seynt Austine an regrayel.
[001300 (24)],"    And se þe mine quyde beryaui þe ic nu biqueþen habbe a Godes ywithnesse, beriaued he worþe þises erthliche meryþes and ashireyi hine se almiyti Driyten þe alle shepþe shop and ywroyte uram alre haleyene ymennesse on domesday and sy he bytayt Satane þane deule and alle his awaryede yueren into helle Grunde and þer aquelmi and Godes withsaken bute ysweke and mine irfinume neuer ne aswenche."
[001400 (31)],    Þisses is to ywithnesse Eadward king and manie oþre.
