id,text
[000100 (1.1)],"    Þa ealdan læcas gesettan on ledenbocun, þæt on ælcum monðe beoð æfre twegen dagas, þe syndan swyðe derigendlice ænigne drenc on to ðicgenne, oððe blod on to lætenne, forðan þe an tid is on ælcum þæra daga, gif man ænige æddran geopenað on þære tide, þæt hit bið his lifleast, oððe langsum sar."
[000200 (1.5)],"    Þæs cunnode sum læce, let his horse blod on þære tide, and hit læg sona dead."
[000300 (2.1)],"    Nu synd hit þas dagas, swa swa us seicgaþ bec: se forma dæg on martio, þæt is on hlydan monþe, and se feorþa dæg ærþam þe he fare aweg, on þam oþran monþe, þe we apriles hatat, se tyoþa dæg is dergendlic, and se endlyfta dæg ær his utgange."
[000400 (2.6)],"    Eft is on þan monþe þe we maios hatet se þridda dæg dergendlic, and se seoueþa ær his ende."
[000500 (2.8)],    On iunius se teoþa and ær his ende se fifteoþa.
[000600 (2.9)],    On iulius se þreotteoða and ær his ende se teða.
[000700 (2.10)],    On augustus se forma and ær his ende se oðer.
[000800 (2.11)],    On september se ðridda and ær his ende se teoða.
[000900 (2.12)],    On october eac se ðridda and ær his ende se teoða.
[001000 (2.13)],    On nouember se fifta and ær his ende se þridda.
[001100 (2.14)],    On december se twelfta and ær his ende se seafanteoða.
[001200 (2.15)],    On ianuarius se forma and ær his ende se seofoða.
[001300 (2.16)],    On februarius se feorða and ær his ende se ðridda.
[001400 (3.1)],"    We gesetton on foreweardan on þysre endebyrdnesse þone monaþ martius, þe menn hatat hlyda, forþan he is angin æfter rihtum getele ealles þæs geares, and se ælmihtiga god on þam monþe gescop ealle gesceafta."
[001500 (4.1)],"    Nu æft be þam monan is miclum to warnienne þæt mon on fyuwer nihtan monan oþþe on fif nihta men blod ne læte, swa swa us secgað bec, ærþan þe se mona and syu sæ beon anræde."
[001600 (5.1)],"    Eac we gehyrdan seggan sumne wisne man þæt nan man ne lyfode, þe him lete blod on ealra halgena mæssedæig, oþþe gif he gewundad wære."
[001700 (5.3)],"    Nis þis nan wigelung, ac wise men hit afundan þuruh þæne halgan wisdom, swa swa him gedihte godd."
[001800 (6.1)],"    Gyt her toeacan is to warnienne þæt man ne þicge goseflæsc on þane æftemestan dæi hlydan monþes, ne on þæne æftemestan dæig december monþes, goseflæsc byþ æfre unhalwende þam untruman, swa swa ma oþra metta, þe we ne magan her secggan."
