id,text
[000100 (1.1)],"    Her ys þæs manes nama, ðe Byrhsie gefreade et Petrocys stowe, Byhstan hate, Bluntan sunu, on æþelhide giwitnyse, hys agen wif, and on Byrhisiys mæsepreostes and on Riol and Myrmen and Wunsie, Morhæþþo and Cynsie preost."
[000200 (26.1)],"    Wuennmon and hire team, Moruiw, hire swuster, and hire team, and Wurgustel and his team, wuarun gefreod her on tune for Eadryde cynigc and for Æðelgar biscop an þas hirydes gewitnesse, ðe her on tune syndun."
[000300 (29.1)],    Marh gefreode Leðelt and ealle hire team for Eadwig cyningc on his ægen reliquias; and he hie het lædan hider to mynstere and her gefreogian on Petrocys reliquias on þæs hirydes gewitnesse.
[000400 (30.1)],"    Her kyð on þissere bec, þæt Æilsig bohte anne wifmann, Ongyneþel hatte, and hire sunu Gyðiccael, æt þurcilde mid healfe punde æt þære cirican dura on Bodmine."
[000500 (30.3)],"    And sealde Æilsige portgereua and Maccosse, hundredes mann,IIIIpengas to tolle."
[000600 (30.4)],"    Þa ferde Æilsig to þe þa menn bohte, and nam hig and freode uppan Petrocys weofede æfre sacles on gewittnesse þissa godera manna, þæt wæs Isaac messepreost and Bleðcuf messepreost and Wunning messepreost and Wulfger messepreost and Grifiuð messepreost and Noe messepreost and Wurþicið messepreost and æilsig diacon and Maccos and Teðion, Modredis sunu, and Kynilm and Beorlaf and Dirling and Gratcant and Talan."
[000700 (30.11)],"    And gif hwa þas freot abrece, hebbe him wið Criste gemene."
[000800 (30.12)],    Amen.
[000900 (33.1)],"    Her kyð on þissere bec, þæt Ælfric, Ælfwines sunu, wolde þeowian Putraele him to nydðeowetlinge."
[001000 (33.2)],"    Þa com Putrael to Boia and bed his forespece to Ælfrice, his breðere."
[001100 (33.3)],"    Þa sette Boia þei spece wið Ælfrice: þæt wes, þæt Putrael sealde ælfriceVIIIoxa æt þere cirican dura æt Bodmine."
[001200 (33.5)],"    And gef Boia sixtig penga for þere forspæce, and dide hine sylfne and his ofspreng æfre freols and saccles fram þam dæge wið Ælfrice and wið Boia and wið ealle Ælfwines cyld and heora ofspreng on þissere gewittnisse: Isaac messepreost and Wunning preost and Sewulf preost and Godric diacon and Cufure prauost and Wincuf and Wulfwerd and Gestin, þes bisceopes stiwerd, and Artaca and Kinilm and Godric Map and Wulfger and ma godra manna."
[001300 (37.1)],"    Hær cyð on þyson bec, þæt Ælwold gefreode Hwatu far hys sawle <at> Petrocys stow an degye and æfter degye an Ælgerys gewytnisse and Godric and Walloð and Gryfyið and Bleyðcuf and Salaman."
[001400 (37.4)],"    And hebbe he godes curs and sanctes Petrocus and æalle Welkynes sanctas, þe þæt brece, <ðæt> ydon ys."
[001500 (37.6)],    Amen.
[001600 (46.1)],"    Þes sint þa menn, þe Wulfsige byscop gefreode for Eadgar cinig and for hyne silfne æt Petrocys wefode: Leuhelec, Welet, Unwalt, Beli, Iosep, Dengel, Proswetel, Tancwuestel, and lies an þas gewitnese: Byrhsige mæsseprost, Mermen masseprost Marh."
[001700 (47.1)],"    Catuutic, Wenwiu, Puer, Medwuistel, Iosep."
[001800 (47.1)],"    Þys syndun þara manna namana, ðe Wulfsige byscop gefreode æt Petrocys wefode for Eadgar and for hyne silfne and Byrhsiys gewitnesse masseprost and Mermen masseprost and Morhiðo."
[001900 (48.1)],    Diuset and ealle here team.
[002000 (49.1)],"    Ðys sindun þara manna namana, ðe Wulfsie Conmonoc gefreode at Petrocys stowe for Eadgar cinig on ealle ðæs hiredys gewitnesse: Iarnwallon and Wenværþlon and Mæiloc."
