id,text
[000100 (1)],    Be cristendome.
[000200 (2)],"A Cristo enim cristiani sunt nominati, Cristus autem caput nostrum est, et nos membra eius; Crist is ealra cristenra manna heafod, and ealle cristene men syndon to Cristes limum getealde, gyf hy heora drihtne gecwemað mid rihte."
[000300 (6)],    And hy scylan swyþe georne cristendom æfre healdan mid rihte and Cristes cyrcan secan gelome heom sylfum to þearfe and Cristes gerihta rihtlice gelæstan.
[000400 (9)],"    And þæt is an ærest, þæt man geteoðige æghwylce geare þæt, þæt god sende þonne on geare folce to þearfe on corne and on flexe and on gewelhwylcon wæstme."
[000500 (11)],"    And arise seo æcerteoðung a, be ðam þe seo sulh þone teoðan æcer ær geeode, be godes miltse and be ðæs cynges and be ealles cristenes folces and be ðære steore, þe Eadgar cyng gelagode."
[000600 (15)],    And sy ælcere geogoðe teoðung gelæst be pentecosten be wite and eorðwæstma be ealra halgena mæssan.
[000700 (17)],"    And romfeoh gelæste man æghwylce geare be Petres mæssan; and, se ðe hit ne gelæste, sylle þærtoeacanxxxpeninga and bringe <sende> to Rome and gylde þam cynge on Engla lagecxxscillinga."
[000800 (20)],"    And cyricsceat gelæste man on Engla lage to Martines mæssan: and, se ðe þæt ne gelæste, forgylde hine mid twelffealdan and þam cyngecxxscillinga."
[000900 (23)],"    And sulhælmessan gebyrað, þæt man gelæste be wite æghwylce geare, þonne huruxvniht beoð agan ofer eastertid."
[001000 (25)],"    And leohtgescot gelæste man be wite to Cristes mæssan and to candelmæssan and to eastron, do oftor se, ðe wylle."
[001100 (27)],"    And saulscat is rihtast, þæt man gelæste aa æt openum græfe."
[001200 (29)],    And freolsa and fæstena be wite healde man rihtlice.
[001300 (30)],"    And ealle godes gerihta fyrðrige man georne, ealswa hit þearf is."
[001400 (31)],"    And, gyf hwa þæt nelle, gewylde man hine to rihte mid woroldlicre steore."
