id,text
[000100 (1.260.1)],"    Her aspringeþ seo feorðe yð ðæs hluttran burnan of ðam muðe þæs æþelan lareowes, of þære þam þe þyrsteþ & lysteð magon drincan & gecnawan, þæt þæs mannes sawl ne færeð na þy gemete þe oþera nytena æfter þam gedale þæs lichaman."
[000200 (1.260.4)],"    Be þon þes ær genæmda lareow sanctus Gregorius on þissere æfterfylgendan bec þisum wordum byþ reccende & þus sprecende: æfter þam þe Adam se æreste mæg manna cynnes wæs adrifen of neorcxnawanges gefean bædendre & niþendre his agenre scylde & becom in þa yrmðe þises wræces & blindnesse, þe we nu þrowiað, forþon þe he wæs syngiende. & for þære synne he wæs onwended of his sylfes gemyndum, & he ne mihte ofer þæt geseon þa gefean þæs heofonlican eðles, þe he ær sceawode."
[000300 (1.260.12)],"    Witodlice Adam se æresta man gewunode in neorxnawange, þæt he breac Godes worda & wæs betwyh eadigra engla gastum mid heortan clænnesse & healicre gesihþe."
[000400 (1.260.15)],"    Ac æfter þon þe he gefeoll hider on þis woruldlice wræc, he gewat sona fram þam leohte & wisdome his modes, mid þy he wæs ær gefylled."
[000500 (1.260.17)],    Soðlice of þæs ylcan ures mægnes lichaman we wæron eac acænde in þyses wræces blindnesse.
[000600 (1.260.18)],"    Butan tweon we gehyrdon full oft, þæt se heofonlica eþel wære, & we eac gehyrdon, þæt þæs eþles ceasterware wæron Godes englas, & eac we gehyrdon, þæt þara ilcena engla geferan wæron rihtwisra manna gastas & fullmedemra."
[000700 (1.260.21)],"    Ac well hwylce men forþon þe hi ne magon þa ungesewenlica þing witan þurh cunnunge & afandunge, heom tweoað, hwæðer si soð þe ne sy, þæt hi na ne geseoð mid heora lichamlicum eagum."
[000800 (1.261.2)],"    Soðlice se tweo ne mihte na beon urum þam ærestan mæge Adame, forþon þeh þe he ute wære belocen fram neorcxnawanges gefean, þe he ær anforlet, forþon þe he hi ær geseah & heora breac."
[000900 (1.261.6)],"    Ac <þa> lichamlican mæn nu, þa ne magon na þa gehyrdon & þa geacsodon spræca be þære wisan swa wel ongytan & gemunan, þa þe nabbað ne nyton nænige gewislice cunnunge be þære forð gewitenan wisan, swa swa se eallunga hæfde, þe hit geseah & mid wæs."
[001000 (1.261.9)],"    Ac efne hit is gelic þære wisan, þe man hwylc bearneacan wif genime & sænde in carcern, & heo þær þonne cænde cniht, & þonne se cniht si geboren, þæt he sy afeded in þam carcerne, oþ þæt he geweaxe."
