id,text
[000100 (1)],"Nos pueri rogamus te, magister, ut doceas nos. loqui latialiter recte, quia idiote sumus et corrupte loquimurþe cildra biddaþ þe, eala lareow, þæt þu tæce us sprecan forþam ungelærede we syndon & gewæmmodlice we sprecaþ."
[000200 (4)],Quid uultis loqui?.
[000300 (5)],    Hwæt wille ge sprecan?
[000400 (5)],"Quid curamus quid loquamur, nisi recta locutio. sit et utilis non anilis aut turpisHwæt rece we hwæt we sprecan, buton hit riht spræc sy & behefe, næs idel oþþe fracod."
[000500 (7)],Uultis flagellari in discendo?.
[000600 (8)],    Wille beswungen on leornunge?
[000700 (8)],Carius est nobis flagellari pro doctrina quam nescire.
[000800 (9)],"    Leofre ys us beon beswungen for lare þænne hit ne cunnanSed scimus te mansuetum esse et nolle inferre plagas nobis, nisi cogaris a nobisAc we witun þe bilewitne wesan & ellan onbelæden swincgla us, buton þu bi togenydd fram us."
[000900 (11)],"Interrogo te, quid mihi loqueris? Quid habes operis?Ic axie þe, hwæt sprycst þu weorkes?"
[001000 (12)],"    Hwæt hæfst þuProfessus sum monachus, et psallam omni die septem sinaxes cum fratribus, et occupatus sum lectionibus et cantu, sed tamen uellem interim discere sermocinari latina linguaIc eom geanwyrde monuc, & ic sincge ælce dæg seofon tida mid gebroþrum, & ic eom bysgod & on sange, ac þeahhwæþere ic wolde betwenan leornian sprecan on leden gereorde."
[001100 (17)],Quid sciunt isti tui socii?Hwæt cunnon þas þine geferan?
[001200 (18)],"Alii sunt aratores, alii opiliones, quidam bubulci, quidam etiam uenatores, alii piscatores, alii aucupes, quidam mercatores, quidam sutores, quidam salinatores, quidam pistores, cociSume synt yrþlincgas, sume scephyrdas, sume oxanhyrdas, sume eac swylce huntan, sume fisceras, sume fugeleras, sume cypmenn, sume scewyrhtan, sealteras, bæceras."
[001300 (22)],"Quid dicis tu, arator? Quomodo exerces opus tuum?Hwæt sægest þu, yrþlingc?"
[001400 (23)],    Hu begæst þu weorc þin?
[001500 (23)],"O, mi domine, nimium laboroEala, leof hlaford, þearle ic deorfe."
[001600 (24)],"Exeo diluculo minando boues ad campum, et iungo eos ad aratrumIc ga ut on dægræd þywende oxon to felda, & iugie hig to syl."
[001700 (25)],"Non est tam aspera hiems ut audeam latere domi pro timore domini mei, sed iunctis bobus, et confirmato uomere et cultro aratro, omni die debeo arare integrum agrum aut plusNys hit swa stearc winter þæt ic durre lutian æt ham for ege hlafordes mines, ac geiukodan oxan, & gefæstnodon sceare & cultre mit þære syl, ælce dæg ic sceal erian fulne æcer oþþe mare."
[001800 (28)],Habes aliquem socium?Hæfst þu ænigne geferan?
[001900 (29)],"Habeo quendam puerum minantem boues cum stimulo, qui etiam modo raucus est pre frigore et clamatione."
[002000 (31)],"    Ic hæbbe sumne cnapan þywende oxan mid gadisene, þe eac swilce nu has ys for cylde & hreame."
[002100 (31)],Quid amplius facis in die?Hwæt mare dest þu on dæg?
[002200 (32)],Certe adhuc plus facioGewyslice þænne mare ic do.
[002300 (33)],"Debeo implere presepia boum feno, et adaquare eos, et fimum eorum portare forasIc sceal fyllan binnan oxan mid hig, & wæterian hig, & scearn heora beran ut."
[002400 (34)],O. O. magnus labor.Hig; Hig; Micel gedeorf ys hyt.
[002500 (35)],"Etiam, magnus labor est, quia non sum liber.Geleof, micel gedeorf hit ys, forþam ic neom freoh."
[002600 (36)],"Quid dicis tu, opilio? Habes tu aliquem laborem?sceaphyrde, hæfst þu ænig gedeorf?"
