id,text
[000100 (1)],    Her gesutelað ða gesihðe ðe leofric eorl gesæh.
[000200 (2)],"    Him þuhte to soðan on healfslapendon lichaman, na eallinga swylce on swefne, ac gyt gewisslicor, þæt he sceolde nede ofer ane swiðe smale bricge, & seo wæs swiþe lang, & þær arn swiðe feorr beneoðan egeslic wæter, swylce hit ea wære."
[000300 (6)],"    Ða þa he mid þam gedræht wæs, þa cwæð him stefn to, Ne forhta þu."
[000400 (7)],    Eaðe þu þa bricge oferferest.
[000500 (8)],"    Mid þam þa wearð he sona ofere, nyste he hu."
[000600 (8)],"    Ða þa he ofere wæs, þa com him lateow ongean & hyne lædde to anum swyðe wlitigan felde & swyþe fægeran, mid swetan stence afylled."
[000700 (11)],"    Þa geseah he swyþe mycele weorud swylce on gangdagan, & þa wæron ealle mid snawhwitum reafe gescrydde, & þæt on þa wisan þe se diacon bið þonne he godspell ret."
[000800 (13)],"    & wæs an þæra on middan standende on mæssepreostes reafe, swyþe heah & swyðe mycel ofer eal þæt oþer folc."
[000900 (15)],"    Ða cwæð se latteow, Wast þu hwæt þis seo?"
[001000 (16)],"    Nese, cwæð he."
[001100 (16)],"    Hit is Sanctus Paulus, hæfeð nu gemæssod, & bletsað nu þis folc."
[001200 (17)],"    Ða lædde he hine furðor þæt hi coman þær þær sæton six arwurðlice menn, swiðe wurðlice gefrætewod."
[001300 (19)],"    Ða cwæð heora an, Hwæt <sceall> þæs fula mann on ure færræddene?"
[001400 (20)],"    Þa andswarode him oþer & cwæð, He mot beon mid us, he is niwan gefullod þurh dædbote, & he cymð to us on þære þriddan gebyrtide."
[001500 (23)],"    Ða wæs eac his gewuna þæt he wolde swyþe lytel drincan, þeah he mid gebeorum bliðe wære; & þænne he wiste þæt menn fæste slæpen, he wolde on dihlum stowum hine georne gebiddan."
[001600 (25)],    Ða wæs he æt Cristes cyrican mid þam cyninge; þa spræc he on æfen wið þone cyrcward & hine georne bæd þæt he hine inn lete þænne he þa dura cnylde; ac he þæt forgymde for <his> <druncennysse>.
[001700 (29)],"    Ða þa he to þære dura com & þær langsumlice swyðe cnucede & georne cunnode, hwæðer he hi on ænige wisan undon mihte, ne mihte na."
[001800 (31)],"    Ða he þæne <cyrcward> gehyrde ofer eall hrutan, þa ne wænde he him nanes incymes, ac feng þa on his gebedo, swa his gewuna wæs, for þær wæs an forehus æt þære cyrcan duru."
[001900 (34)],"    Ða on þam gebede wearð seo duru færincga geopenad, & he þa sona in eode, & hine to his Drihtene gebæd up ahafenum earmum."
[002000 (36)],"    Ða warð his leohtbora afyrht swyðe, & gefeall him in anan heale &, mid þære forhtnæsse þæt hine ofereode, slæp."
[002100 (37)],"    Ða geseah he full gewisslice þæt he stod on middan þære flore aþenedum earmum mid <mæssereafe> gescrydd, & hæfde grene mæssehacelan on him beorhte scinende, & he þæs swyðe wundrode."
[002200 (41)],    Eft hit getimode æt oðrum sæle þæt he wæs mid þam kynge æt þære ylcan stowe.
[002300 (42)],"    Ða dyde he swa his gewuna wæs, eode to cyrcean mid his þreom cnapan, þa þa oðr<../images/etail.gif>men slepon; & he hine þa gebæd, ealswa his gewuna wæs."
[002400 (44)],    Þæt wæs swa neh Sancte Dunstanes byrgenn<../images/etail.gif>swa he nest mihte.
[002500 (45)],"    Ða wurðen þa twegen cnapan sona on slæpe, & se þridda wacode <swiðor> for ege þonne for his gebedum."
[002600 (47)],"    Ða gehyrde he færinga swyðe ungerydelic gelyd þam <gelicost> swylce þæra muneca setl færlice feollon ealle togedere, & wæs æfre swa <leng> swa hluddre & menigfealdre & ungeryddre."
[002700 (50)],    Ða æfter langum fyrste geswac þæt gehlyd.
[002800 (50)],    Þær wæs innan þære cyrcean byrnende blacern.
[002900 (51)],"    Þa scean þær færinga leoht inn æt þam eastende, swylce niwe mona arise, swa þæt hit lihte under þære rode swyðran earm<../images/etail.gif>, þe stod ofer þæt weofed."
[003000 (54)],"    Þa wæs hit swa leng swa leohtre, swa lange hit leohtode, þæt þæs blacernes leoht næs nan þing gesyne, & þæt swa þæt hit lihte geond ealle þa widgyllan cyrcan."
[003100 (56)],"    Swa lange hit wæs þa on ðam, þæt he hit ne dorste na lengc behaldan, & hit asanode þa on þa ylcan wysan þe hit ær wæxende wæs, swa ðæt he geseh eft þæt blacern leoht, & þæt oðer geswac."
[003200 (59)],"    & se ofdrædda cnapa þæt eal mid him geseah & hyrde, swylce hit to gewitness<../images/etail.gif>wære; & þa oðre slepon & þæs nan þing nyston."
[003300 (62)],    Neh þon ylcan sæle se cing leg æt Sandwic mid scipum.
[003400 (62)],"    Ða wæs his gewuna þæt he wolde ælce dæge habban twa mæssan, butan hit ma wære, & ealle his tida togædere, ær he ut eode."
[003500 (65)],"    Þa eode he ymbe sume neode, þa mæssede man þam cynge æt Sancte Clementes cyrcean."
[003600 (66)],    Ða cwæð he to his geferan þæt hit betere wære þæt hig þa mæssan hæfdon.
[003700 (67)],"    & he þa inn eode, & him man sona hrymde; & he þa sona eode binnan <þone> weohstal on norðhealfe, & se cyng stod on suðhealfe."
[003800 (69)],    Ða wæs þær an þrilig wahrægl & swyðe þicce gewefen þæt hangode bæftan þam weofode.
[003900 (71)],    & stod þær an medmycel rod on ðære eorðan on ðam norðeasthyrnan; & wæs swa mycel þæs treowes gesyne swa wolde beon god hande brad beneoþan þam wahrifte; & se oðer dæl wæs betwyx þam wahrifte & þam wahe.
[004000 (74)],    & se preost mæssode be cruce.
[004100 (74)],"    Ða geseah he ofer þa rode ane hand swylce heo bletsode; þa wende he ærost þæt sum man hine bletsode, for þam seo cyrce wæs eall folces afylled; þa næs þæt na swa."
[004200 (77)],"    Ða beheold he hit þa gyt geornor, þa geseah he ealle þa rode swa swutole, swylce þær nan þing beforan nære, & wæs seo bletsiende hand styriende & wendende upward."
[004300 (80)],"    Þa forhtode he & tweonode him hweðer hit swa wære, swa him þuhte."
[004400 (81)],"    Ða mid þæs modes tweonunge þa æteowde heo him swa swutole swa he his <agene> geseon mihte; & wæron fægere fingras smale & lange, & þæra nægla toscead & se greata lira beneoðan þam þuman eall wæs gesyne & fram þam littlan fingre toweard þæs earmes, & sumne dæl of þære slyfe."
[004500 (85)],"    Ða ne dorste he hit na leng behealdan, ac heng þæt heafod adun, & hit þa geswac þæra bletsunga."
[004600 (87)],    Þæt wæs neh þam þe <þæt> godspel wæs gerædd.
[004700 (89)],"    Feowertyne nihton ær his forðsiðe he foresæde <þone> dæg þe he sceolde cuman to Cofantreo to his langan hame, þær he on restet; & hit aeode eall swa he sæde."
[004800 (91)],Requiescat in pace.
