id,text
[000100 (1)],    Be cinincge.
[000200 (1)],"    Cristenum cyninge gebyrað swiðe rihte, þæt he sy on fæder stæle cristenra þeode and on ware and on wearde Cristes gespeliga, ealswa he geteald is, And him gebirað eac, þæt he eallum his afole cristendom lufige and hæðendom ascunige and þæt he Godes cyrcan æghwar georne weorðige and werige and eal cristen folc sibbige and sehte mid rihtere lage, swa he geornost mæge."
[000300 (5)],"    And þurh þæt he sceal geþeon Gode, þe he riht lufige and unriht ascunige."
[000400 (6)],"    And him gebyreð, þæt he geornlice fylste þam, þe riht willan, and a hetelice styre þam, þe þwyres wyllan."
[000500 (7)],"    He sceal mandæde men þreagean þearle mid woroldlicre steore, and he sceal ryperas and reaferas and woroldstruderas hatian and hynan and eallum Godes feondum styrnlice wiðstandan; And ægðer he sceal beon mid rihte, ge milde ge reðe: milde þam godum and styrne þam yfelum."
[000600 (9)],"    Ðæt bið cyninges riht and cynelic gewuna, and þæt sceal on þeode swyþost gefremian."
[000700 (10)],"    La, þurh hwæt sceal Godes þeowum and Godes þearfum frið and fultum cuman butan þurh Crist and þurh cristenne cyning?"
[000800 (11)],"    Ðurh cyninges wisdom folc wyrð gesælig, gesundful and sigefæst."
[000900 (12)],"    And þy sceal wis cyning christendom and cynedom miclian and mærsian, and a he sceal hæþendom hindrian and hyrwan."
[001000 (13)],"    He sceal boclarum hlystan swyþe georne and Godes beboda geornlice healdan and gelome wið witan wisdom smeagan, gyf he Gode wile rihtlice hyran."
[001100 (14)],"    And gif hwa to þam stræc sy ahwar on þeode, þæt riht nelle healdan , swa swa he scolde, ac Godes lage wyrde oððe folclage myrre, þonne cyþe hit man þam cynge, gif man þæt nyde scyle, and he þonne sona ræde ymbe þa bote and gewylde hine georne to þam, þe his þearf sy, huru unþances, gif he elles ne mæge."
[001200 (15)],"    And do, swa him þearf is: clænsige his þeode for Gode and for worolde, gif he Godes miltse geearnian wylle."
[001300 (16)],    Be cinedome.
[001400 (16)],"    Eahta sweras syndon, þe rihtlicne cynedom trumlice upwegað: Soðfæstnesueritasand <modþwærnes>patientiaand rumheortneslargitasand rædfæstnespersuasibilitasand egesfulnescorrectio malorumand firðrungnesexultatio bonorumand lihtengnesleuitas tributiand rihtwisnesequitas iudicii."
[001500 (18)],"    And seofon þing gedafeniað rihtwisum cyninge: An ærest, þæt he swiþe micelne Godes ege hæbbedeum timere, and oðer, þæt he æfre rihtwisnesse lufigeueritatem diligere, and þridde, þæt he eadmod sy wið godehumilem in bonos."
[001600 (20)],"    And feorðe, þæt he stiðmod sy wið ifelesuperbum in malos."
[001700 (21)],"    And fifte, þæt he a symle þearfena helpepauperes <pascere>."
[001800 (22)],"    And sixte, þæt he Godes circan forðige and friðigeecclesiam dei adiuuare et defendere."
[001900 (23)],"    And seofoðe, þæt he <be> freondum and fremdan fadige gelice on rihtlican domeinter propinquos et alienos <similem> esse in <iusto> iudicio."
[002000 (24)],"    <Ælc>, cynestol stent on þrim stapelum, þe fullice ariht stent: An isOratores, And oðer isLaboratores, And þridde isBellatores."
[002100 (26)],"Oratoressyndon gebedmen, þe Gode sculon þeowian and dæges and nihtes for ealne þeodscipe þingian georne."
[002200 (27)],"Laboratoressindon weorcmen, þe tilian sculon, þæs þe eal þeodscipe big sceal libban."
[002300 (28)],"Bellatoressyndon wigmen, þe eard sculon werian wiglice mid <wæpnum>."
[002400 (29)],    On þisum þrim stapelum sceal ælc cynestol standan mid rihte.
[002500 (30)],"    And awacige heora ænig, sona se stol scilfð; and forberste heora ænig þonne rist se stol nyðer, and þæt wurð þare þeode eal to unþearfe."
[002600 (31)],    Ac staðelige man and strangige and trimme hi georne mid wislicre Godes lage; þæt wurð þam þeodscipe to langsuman ræde.
[002700 (32)],"    Forðam soð is, þæt ic secge: awacige se cristendom, sona scylfð se cynedom, And arære man unlaga ahwar on lande oððe unsida ahwar to swiðe, þæt cymð þare þeode eal to unþearfe."
[002800 (34)],"    Ac do man, swa hit <þearf> is alecge man unriht and arære up Godes riht; þæt mæg to þearfe for Gode and for worlde Amen."
[002900 (35)],"Paulus dicit: Oportet enim episcopum inreprehensibilem esse, et reliquaBiscopum gebiriað ealdlice wisan and wisdom and wærscipe on wordum and on weorcum and geþincða on ðeawum buton ofermettum."
[003000 (37)],    Ne gerisað heom prita ne idela rænca ne micele ofermetta ne ræde weametta ne ænige higeliste wordes ne weorces.
[003100 (38)],"    Ac þæt him bið weorðlic, þæt hi a habban arwurðe wisan on eallum heora þeawum and beþencan heora dæda wislice and wærlice, þæt hi aðor ne beon ne wordes ne weorces ne ealles to ræde ne to swiðlæte, ac swa hit gerise."
[003200 (39)],"    Forðam soð is, þæt ic secge, gelife, se þe wille: heardlic eornost and wislic wærscipe and stedefæst modstaðol mid micclum geþilde and anfeald wise on fullan gerade bið witena gehwilcum weorðlicre micele, þonne he his wisan for ænigum þingum fagige to swiðe."
[003300 (40)],"    And huru ne geriseð biscopum æfre ne æt ham ne on siðe to higeleas wise, ac wisdom and weorðscipe gedafenað heora hade, and gedrihða gerisað þam þe heom filiað."
[003400 (41)],    Byscopas sculon bocum and gebedum filigan and dæges and nihtes oft and gelome clipian to Criste and for eal cristen folc þingian georne.
[003500 (42)],    And hi sculon leornian and rihtlice læran and ymbe folces dæda geornlice smeagan.
[003600 (43)],    And hig sculon bodian and bisnian georne godcunde þearfe cristenre þeode.
[003700 (44)],"    And ne sculon hi ænig unriht willes geþafian, ac to ælcan rihte geornlice filstan."
[003800 (45)],    Hi sculon Godes ege habban on gemynde and ne eargian for worldege ealles to swiðe.
[003900 (46)],"    Ac bodian hi symle Godes riht georne and unriht forbeodan, gime, se þe wille."
[004000 (47)],"    Forðam wace bið se hirda funden to heorde, þe nele þa heorde, þe he healdan sceal, mid clipunge bewerigan, buton he elles mæge, gif þar hwilc þeodscaða scaðian onginneð."
[004100 (48)],"    Nis nan swa yfel scaða, swa is deofol silf."
[004200 (48)],"    He bið aa ymbe þæt an, hu he on manna sawlum mæst gescaðian mæge."
[004300 (49)],"    Þonne motan þa hyrdas beon swiðe wacole and geornlice clipigende, þe wið þone þeodscaðan folce sculon scyldan."
[004400 (50)],"    Ðæt sindon biscopas and mæssepreostas, þe godcunde heorde gewarian and bewerian sculon mid wislican laran, þæt se wodfræca wulf to swiðe ne slite ne to fela ne abite of godcundre heorde."
[004500 (51)],"    And se ðe oferhogige, þæt he heom hliste, habbe him gemæne þæt wiþ God silfne."
[004600 (52)],"    Eala, fela is swaþeah þara, þe hwonlice gimað and lithwon reccað ymbe boca beboda oððe biscpa lare and eac ymbe bletsunga oððe unbletsunga leohtlice lætað and na ne understandað, swa swa hi scoldon, hwæt Crist on his godspelle swutollice sæde, þa þa he þus cwæð:Qui nos audit et rel, Et iterum: Quodcumque ligaueritis Alibi etiam scriptum est: Quodcumque benedixeritis."
[004700 (56)],"Et psalmista terribiliter loquitur dicens: <Qui> noluit benedictionem, prolongabitur ab eo."
[004800 (57)],    Be Eorlum.
[004900 (57)],"    Eorlas and heretogan and þas worlddeman and eac swa gerefan agan neodþearfe, þæt hi riht lufian for Gode and for worlde, and nahwar þurh undom for feo ne for freondscipe forgiman heora wisdom, swa þæt hi wændan unriht to rihte oððe undom deman earmon to hynðe."
[005000 (59)],"    Ac a hi sculon circan ofer ealle oðre þingc weorðian and werian, and wuduwan and steopcild hi sculon retan and þearfena helpan and þeowetlingan beorgan, gif hi Godes willan rihte willað wyrcan."
[005100 (60)],"    And þeofas and þeodscaðan hi sculon hatigan, and riperas and reaferas hi sculon hynan, buton hi geswican."
[005200 (61)],    And symle hi sculon a unriht swiðe ascunian.
[005300 (62)],"    Forþam soð is, þæt ic secge, gelife, se ðe wille: Wa ðam, þe woh dryfð, buton he geswice."
[005400 (63)],"    Witod he sceal drefan dymne and deopne hellewites grund, helpes bedæled."
[005500 (64)],"    Ac to lyt is þara nu ða, þe þæt understande, swa swa man scolde."
[005600 (65)],"    Ac do freonda gehwilc, ealswa hit þearf is, warnige hine silfne and beorge him georne, þæt he Gode ne abelge ealles to swiðe, ac cweme his drihtene mid rihtlicre dæde."
[005700 (66)],    Be sacerdum.
[005800 (66)],"    Riht is, þæt sacerdas on heora scriftscirum willice and wærlice læran and lædan þa godcundan heorda, þe hig healdan sculon."
[005900 (67)],"    And ægðer hi sculon, ge wel bodian ge wel bisnian and Godes circan geornlice lufian and for eal cristen folc geornlice gebiddan."
[006000 (68)],    Be gehadedum mannum.
[006100 (68)],"    Eallum cristenum mannum is micel þearf, þæt hi riht lufian and unriht ascunian."
[006200 (68)],"    And huru gehadedum is þæs mæst þearf, þe ægðer sculon ge wel bodian ge wel bisnian oðrum mannum."
[006300 (69)],"    Gehadedum mannum gebireð ælc clænnes forðam þe hi sculon eallum oðrum mannum ælce unclænnesse forbeodan, gif hi riht doð."
[006400 (69)],    And ælce clænnesse hi sculan be heom silfum gebisnian.
[006500 (70)],"    Þonne is hit swiðe egeslic, þæt þa þe scoldan eallum cristenum mannum riht bodian and eac wel bisnian, þæt hi syn sume wordene bysen to forwirde swiðor þonne to ðearfe."
[006600 (71)],"    Þæt sindon þa æwbrycan, þe þurh healicne had ciricæwe underfengon and þæt siððan abræcan."
[006700 (72)],"    Nis nanum weofodþegne alifed, þæt he wifian mote, ac is ælcum forboden."
[006800 (73)],"    Nu is þeah þara ealles to fela, þe þone æwbryce <wyrcað> and geworht habbað."
[006900 (74)],"    Ac ic bidde for Godes lufan and eac eornostlice beode, þæt man ðæs geswice."
[007000 (75)],"    Læwedum men is ælc wif forboden, buton his rihtæwe; and gehadode syndon sume swa þurh deofol beswicene, þæt hi wifiað on unriht and forwyrcað hi silfe þurh þone æwbrece, þe hig on wuniað."
[007100 (76)],"    Ac ic bidde georne, þæt man þæs geswice."
[007200 (77)],    Cirice is sacerdos æwe.
[007300 (77)],"    Nah he mid rihte ænige oðre; forðam ne gebirað sacerdan nan ðingc, naðor ne to wife ne to worldwige, gif hi Gode willað rihtlice hiran and Godes laga healdan, swa swa heora hade gedafenað mid rihte."
[007400 (78)],    Be abbodum.
[007500 (78)],"    Riht is þæt abbodas and huru abbatissan fæste on mynstrum singallice <wunigan> and georne heora heorde simle begiman and aa heom wel bisnian and rihtlice bodian and næfre ymbe woroldcara ne idele wlænca ne prita ne carian to swiðe, ac oftost hi abisgian mid godcundan neodan."
[007600 (80)],    Swa gebireð abbodan and munuchades mannum.
[007700 (81)],    Be munecum.
[007800 (81)],"    Riht is, þæt munecas dæges ænd nihtes inweardre heortan a to Gode þencan and geornlice clypian and mid eallum eadmedum regollice libban."
[007900 (82)],    Filigan heora bocum and gebedum georne and æghwilce wlænce and idele rænce and sindrige æhta and unnytte dæda and untidspræca forhogian mid ealle.
[008000 (83)],    Swa gebyreð munecan.
[008100 (84)],    Be minecenan.
[008200 (84)],"    Riht is, þæt mynicena mynsterlice macian, efne swa we cwædon æror be munecum, and næfre wið worldmen ænigne gemanan worldlicre cyððe habban to swiðe."
[008300 (85)],    Be preostum and be nunnan.
[008400 (85)],"    Ryht is, þæt preostas and efen wel nunnan regollice libban and clænnesse healdan be þam, þe hi willan on mynstran gewunian oððe for worlde weorðscipes wealdan."
[008500 (86)],"    Gehadodum mannum gebireð ælc clænnes, forðam þe hy sculon eallum oðrum mannum ælce unclænnesse forbeodan and <ælce> clænnesse, gif hi riht doð, hi sculon be heom silfum geornost gebisnian."
[008600 (87)],    Be læwedum mannum.
[008700 (87)],"    Riht is, þæt gehadode men þam læwedum wissian, hu hi heora æwe rihtost sculon healdan."
[008800 (88)],"    Ðæt bið rihtlic lif, þæt cniht þurhwunige on hys cnihthade, oððæt he on rihtre mædenæwe gewifige and habbe þa siððan and nænige oðre, þa hwile seo libbe."
[008900 (89)],"    Gif hire þonne forðsið getimige, þonne is rihtast, þæt he þanonforð wuduwa þurhwunige; þeah be þæs apostoles: leafe læwede man mot for neode oðre siðe wifian."
[009000 (91)],"    And þeah læwedum mannum wif sy alifed, þeah hi agon þearfe, þæt hi understandan, hu hit is alifed."
[009100 (92)],"    Nagan læwede men freolstidum ne fæstentidum þurh hæmedþingc wifes gemanan, þe ma þe heahhades menn þæt þing agon ænigum timan."
[009200 (93)],    Be wudewan.
[009300 (93)],"    Riht is, þæt wuduwan Annan bysene georne filigan."
[009400 (94)],"    Seo wæs on temple dæges and nihtes, þeowigende georne."
[009500 (95)],"    Heo fæste swiðe þearle and gebedum filigde and geomrigendum mode cliopode to Criste and ælmessan dælde oft and gelome; and aa Gode cwemde, <þæs> þe heo mihte wordes and dæda and hæfð nu to leane heofonlice mirhðe."
[009600 (97)],    Swa sceal god wuduwe hiran hyre drihtene.
[009700 (98)],    Bi circan.
[009800 (98)],"    Riht is, þæt cristene men cristendom georne healdan mid rihte and Cristes <cirican> æghwar geornlice wurðian and werian."
[009900 (99)],"    Ealle we habbað ænne heofonlicne fæder and ane gastlice modor, seo isecclesiagenamod, þæt is Godes cirice, and þa we sculon æfre lufian and wurðian."
[010000 (100)],"    And riht is, þæt ælc cirice sy on Godes griðe and on ealles cristenes folces; and þæt ciricgrið stande æghwar binnon wagum and gehalgodes cyninges handgrið efen unwæmme."
[010100 (101)],"    Forðam ælc ciricgrið is Cristes agen grið, and ælc cristen man ah micele þearfe, þæt he on ðam griðe micele mæðe wite."
[010200 (102)],"    Forðam ælces cristenes mannes nydþearf is, þæt he Godes <cirican> lufige and wurðige and hi gelomlice and geornlice sece him silfum to þearfe."
[010300 (103)],    And huru gehadode þar sculon oftost þeowian and þenian and for eal cristen folc þingian georne.
[010400 (104)],"    Ðonne agan weofodþegnas to smeagenne symle, þæt hi huruþinga heora lif fadian, swa swa to circan gebirige mid rihte."
[010500 (105)],"    Cirice is mid rihte sacerdes æwe, and se þe to circan wurðe gehadod, nage hine ænig man, þe Godes lage recce, þanan to donne, buton he hi mid heafodgilte fullice forwyrce."
[010600 (106)],"    And þonne sceal Cristes scirgerefa þæt witan and ymbe þæt dihtan and deman, swa swa bec tæcan."
[010700 (107)],    Ne scolde man æfre circan derian ne ænig woh beodan on ænige wisan.
[010800 (108)],    Ac nu sindon þeah circan wide wace gegriðode and ifele geþeowode clæne beripte ealra gerihta and innan bestrypte <ælcera> gerisena.
[010900 (109)],    And ciricþenas sindon mæðe and munde wel gehwar bedælede.
[011000 (110)],"    And wa ðam, þe þæs wealt, þeah he swa ne wene."
[011100 (111)],"    Forðam ælc þara bið witodlice Godes silfes feond, þe bið Godes ciricena feond and þe Godes ciricena rihta gewanað oððe wyrdeð; ealswa hit awriten is:Inimicus enim Christi efficitur omnis, qui ecclesiasticas res usurpare iniuste conatur, et reliqua."
[011200 (113)],"    And egeslice spræc sanctus Gregorius be þam eac, þa ða he þus cwæð:Si quis ecclesiam Christi denudauerit uel sanctimonia uiolauerit, anathema sit."
[011300 (115)],Ad quod respondentes omnes dixerunt: amen.
[011400 (115)],"    Micel is neodþearf manna gehwilcum, þæt he wið ðas þingc beorge hym georne; and æghwilc Godes freond warnige hine simle, þæt he Cristes bride to swiðe ne misbeode."
[011500 (116)],    Ealle we sculon ænne God lufian and wurðian and ænne cristendom georne healdan and ælcne hæðendom mid ealle awurpan.
[011600 (117)],    Be eallum cristenum mannum.
[011700 (117)],"    Riht is, þæt ealle cristene men heora cristendom rihtlice healdan and þam life libban, þe heom to gebyreð æfter Godes rihte and æfter woroldgerisenum."
[011800 (118)],"    And ealle heora wisan be þam þingan geornlice fadian, <þe> ða hi wisian, þe hi wislice and wærlice wisian cunnan."
[011900 (119)],"    And þæt is þonne ærest ræda firmest, þæt manna gehwilc ofer ealle oðre þingc ænne God lufige and ænne geleafan anrædlice habbe on þone, þe us ealle ærest geworhte and mid deorwurðan ceape eft us gebohte."
[012000 (120)],"    And eac we agan þearfe, þæt we geornlice smeagan, hu we symle magon Godes agene beboda rihtlicost healdan and eal þæt gelæstan, þæt þæt we behetan, þa we fulluht underfengon oððe þa ðe æt fulluhte ure foresprecan wæron."
[012100 (121)],"    Þæt is þonne ærest, þæt þæt man behateð, þonne man fulluhtes girneð, þæt man aa wille deofol ascunian and his unlara georne forbugan and ealle his unlaga symle awurpan and ecelice wiðsacan ealles his gemanan; And manysiþes sona þaræfter mid rihtan geleafan soðlice swutelað, þæt man þanonforð aa wile on ende God æfre lufian and ofer ealle oðre ðingc hine a lufian and æfre his larum geornlice filigan and his agene beboda rihtlice healdan."
[012200 (123)],"    And ðonne bið ðæt fulluht, swilce hit wed sy ealra þara worda and ealles þæs behates; gehealde, se ðe wille."
[012300 (124)],"    And englas beweardiað þanonforð æfre manna gehwilcne, hu he gelæste æfter his fulluhte, þæt þæt man behet ær, þa man fulluhtes girnde."
[012400 (125)],"    Uton þæt geþencan oft and gelome and georne gelæstan, þæt þæt we beheton, þa we fulluht underfengon, ealswa us þearf is."
[012500 (126)],"    And uton word and weorc rihtlice fadian and ure ingeþanc clænsian georne and að and wed wærlice healdan and gelome understandan þone micclan dom, þe we ealle to sculon."
[012600 (128)],"    And beorgan us georne wið ðone weallendan bryne hellewites, and geearnian us þa mærða and þa mirhða, þe God hæfð gegearwod þam, ðe his willan on worlde gewurcað."
