id,text
[000100 (1)],    Þis synd þa madmas þe Adeluuold bisceop sealde into þam mynstre þe is Medeshamstede gehaten Gode to loue & sancte Petre his saule to alysednesse.
[000200 (3)],"    Þæt is þonne an Cristes boc mid sylure berenod &IIIrode eac mid sylure berenode,IIsylurene candelsticcan &IIouergylde &Isylurene storcille &Iæren &Isylurene waterfet &IIsylurene bellen &IIIIsilurene calices,IIIIpatenan & syluren pipe &VImasse hacelan &IIIIcæppan &Iroc &VIIIstolan, emfela handlina &XIsubumbrale &IIpistolclaþas &IIIcorporale &IIIoffrincsceatas &XVIIIIalbæn &IIIIpælles &IIlinenweb to albæn &IIblace r<../images/etail.gif>gl c<../images/etail.gif>sternisce &VIuuahryft &VIIIIsetreil &Xhangiende bellanVIIhandbellan &IIIIbedreaf &VIhornasIIIIgerenode &VIIIsylfrene cuppan &IIgegylde weofodsceatas."
[000300 (15)],    And antwentig is þara boca þe Adeluuold biscop gesealde into Burch.
[000400 (16)],"    Þæt is þonneBeda in Marcum, Liber miraculorum, Expositio Hebreorum nominum, Prouisio futurarum rerum, Augustinus de achademicis, Vita sancti Felicis metrice, Sinonima Isidori, Vita Eustachii, Descidia Parisiace polis, Medicinalis, De duodecim abusiuis, Sermo super quosdam psalmos, Commentum cantica canticorum, De eucharistia, Commentum Martiani, Alchimi Auiti, Liber differentiarum, Cilicius Ciprianus, De litteris Grecorum, Liber bestiarum.Her is geswitelung hwet landum wes þe Adeluuold biscop betehte his dryhtene into Medeshamstede þa he hit mid munecum gesette, þat is þonne ærest Medeshamstede & ta berewican þa þarto heren & Anlafestun & þam berewican þarto."
[000500 (28)],    Þonne is æt FarresheafdeXVIweorcwurðe men &VIIIiunge men & Witlesmere halfendel.
[000600 (29)],    Þonne is Vndelum & to berewicum þarto gebyreð.
[000700 (30)],    Þonne is Keteiringan.
[000800 (31)],    Þonne sind þa <fennas> þe he bohte æt Æalsige & æt Vfige manige æt Wellan midXIIIoran.
[000900 (32)],    Of þam twam hundredum þe secæð into Normannescros man ageaf to tioðunge into Medeshamstede feorð healf hund æcere sed &XXIIIæcera clenes wetes.
[001000 (35)],    Of þam twam undredum ute on þam nesse þe Medeshamstede onstent man ageaf of six tunan swa man ær simle dide tioþunge æt ælcere sylh an foðer cornes þe eahte þreues cornes on weron.
[001100 (39)],    Þonne letan þa tioþunge of þanXXIIIItunan man ageald to mynstre twa hund æcera sæd &III.
[001200 (41)],    Of Macuseige fourtene æcersed tioþunge.
[001300 (42)],    Of Æsctune tioþunge healf fourtende æcersed &Vgeorde sed.
[001400 (44)],    Of NunnetuneVIæcersed &Vgiorde sed tiþunge.
[001500 (45)],    Of þan oþren Macuseige to TioþungeVIIIIæcersed.
[001600 (46)],    Of Æstune to tiþunge healfXVIIIæcersed &XIIIIgiorde sed &IIIroda sed.
[001700 (47)],    Of Pilesgete tioþungeVIæcersed.
[001800 (48)],"    Þis is þæt erfgewrit æt Geaceslea, þryttene wepmen weorcewyrþe &Vwimmen & æhta geonge men &XVIoxan, faldreþere &IIIhund scepa &Vscep &XXXswina & hundteongig fliccena & eal þa smean ðe þerto gebyriað &XXXforþer cornes & hundehtetig æcera gesawen & an egþwirf &VIbidenfate &IIcuflas & þry trogas & lead & trefet &IXwinterstellas &Ifedelsswin."
[001900 (55)],    Þa Ætheluuine aldorman & Ealdulf biscop sealdan Æthestane & Alfwolde for Iacesle & Faresheued þone latostan p<../images/etail.gif>nig for þan lande into Burch þa weron þer festermen Frana & Æthelsige þes ealdormannes eam & Osferð Fryðegistes sune & Ælfnoð Badan sunu & Sumerlyda preost.
