id,text
[000100 (1.1)],"    Ðeos wyrt þe man betonican nemneð, heo biþ cenned on mædum & on clænum dunlandum & on gefriþedum stowum."
[000200 (1.1)],    Seo deah gehwæþer ge þæs mannes sawle ge his lichoman.
[000300 (1.1)],    Hio hyne scyldeþ wið unhyrum nihtgengum & wið egeslicum gesihðum & swefnum.
[000400 (1.1)],    & seo wyrt byþ swyþe haligu.
[000500 (1.1)],    & þus þu hi scealt niman on Agustes monðe butan iserne.
[000600 (1.1)],"    & þonne þu hi genumene hæbbe, ahryse þa moldan of, þæt hyre nanwiht on ne clyfie, & þonne drig hi on sceade swyþe þearle & mid wyrttruman mid ealle gewyrc to duste."
[000700 (1.1)],    Bruc hyre þonne & hyre byrig þonne ðu beþurfe.
[000800 (1.2)],"    Gif mannes heafod tobrocen sy genim þa ylcan wyrte betonican, scearfa hy þonne & gnid swyþe smale to duste."
[000900 (1.2)],"    Genim þonne twega trymessa wæge, þige hit þonne on hatum beore."
[001000 (1.2)],    Þonne halað þæt heafod swyðe hraðe æfter þam drince.
[001100 (1.3)],"    Wið eagena sar genim þære ylcan wyrte wyrttruman, seoð on wætere to þriddan dæle; & of þam wætere beþa þa <eagan>."
[001200 (1.3)],    & genim þæræ sylfan wyrte leaf & bryt hy & lege ofer þa eagan on þone andwlatan.
[001300 (1.4)],    Wið earena sar genim þære ylcan wyrte leaf þonne heo grenost beo.
[001400 (1.4)],    Wyl on wætere & wring þæt wos & siþþan hyt gestanden beo do hit eft wearm & þurh wulle drype on þæt eare.
[001500 (1.5)],    Wið egena dymnesse genim þære ylcan wyrte betonican anre tremesse wæge & wyl on wætere & syle drincan fæstendum.
[001600 (1.5)],    Þonne gewanað hit þone dæl þæs blodes ðe seo dymnys of cymð.
[001700 (1.6)],    Wið tyrende eagan genim þa ylcan wyrte betonican & syle þigccean.
[001800 (1.6)],    Heo gegodað & onliht þæra eagena scearpnysse.
[001900 (1.7)],    Wiþ swyþlicne blodryne of nosum genim þa ylcan wyrte betonican & cnuca hy & gemeng þærto sumne dæl sealtes.
[002000 (1.7)],"    & genim þonne swa mycel swa þu mæge mid twam fingrum geniman, wyrc hit sinewealt & do on þa næsþyrlu."
[002100 (1.8)],    Wiþ toðece genim þa ylcan wyrte betonican & wyl on ealdan wine oþþe on ecede to þriddan dæle.
[002200 (1.8)],    Hit hælþ wundurlice þæra toða sar & geswell.
[002300 (1.9)],    Wiþ sidan sare genim þære ylcan wyrte þreora trymessa wæge; seoð on ealdum wine & gnid þærtoxxviipiporcornu.
[002400 (1.9)],    Gedrinc his þonne on niht nistig þreo full fulle.
[002500 (1.10)],"    Wiþ lændenbrædena sare genim þare ylcan betonican þreora trymessa wæge,xviipiporcorn, gnid to somne, wyll on ealdum wine."
[002600 (1.10)],    Syle him swa wearm on niht nistig þreo full fulle.
[002700 (1.11)],"    Wið wambe sare genim þære ylcan wyrte twega trymessa wæge, wyl on wætere, syle hyt þonne him wearm drincan."
[002800 (1.11)],    Ðonne bið þæs innoðes sar settende & liðigende þæt hit sona nænig lað ne bið.
[002900 (1.12)],    Gif mannes innoð to fæst sy anbyrge þas ylcan wyrte on wearmum wætere on niht nistig.
[003000 (1.12)],    Þonne bið se man hal on þreora nihte fyrste.
[003100 (1.13)],    Wiþ þon ðe men blod upp wealle þurh his muð genim þære ylcan wyrte þreora trymessa wæge & cole gate meolc þreo full fulle.
[003200 (1.13)],    Ðonne bið he swyþe raðe hal.
[003300 (1.14)],"    Gif man nelle beon druncen nime þonne ærest, onbyrge betonican ðære wyrte."
[003400 (1.15)],"    Gif men wylle spring on gesittan genime þonne anes trymeses gewæge, cnucige wið eald smeoru, lecge on ðone stede þe se spring on gesittan wolde."
[003500 (1.15)],    Þonne byþ hit sona hal.
[003600 (1.16)],"    Gif mon sy innan gebrocen oþþe him se lichoma sar sy genime þonne betonican þære wyrte feower trymessan gewæge, wyll on wine swyþe; drince þonne on niht nistig."
[003700 (1.16)],    Þonne leohtað him se lichoma.
[003800 (1.17)],"    Gif mon on mycelre rade oþþe on miclum gangum weorðe geteorad nime þonne betonican þære wyrte ane trymessan fulle, seoð on geswettum wine, drince þonne on niht nihstig þrec full fulle."
[003900 (1.17)],    Þonne bið he sona unwerig.
[004000 (1.18)],"    Gif man sy innan unhal oþþe hyne wlatige þonne genim ðu betonican þære wyrte twa trymessan gewæge & huniges anre yndsan gewæge, wylle þonne on beore swyþe þearle, drince ðreo ful fulle on niht nistig."
[004100 (1.18)],    Þonne rumað him sona se innað.
[004200 (1.19)],"    Gif <þu> ðonne wylle þæt ðin mete eaðelice gemylte genim þonne betonican þære wyrte þreo trymessan gewæge & huniges ane yndsan, seoð þonne þa wyrte oðþæt heo heardige."
